msrvtt_1041.mp4,96.397713, 5.509665,38.836933
msrvtt_1162.mp4,97.193932, 6.905181,44.849361
msrvtt_1200.mp4,89.594452, 3.476357,23.324854
msrvtt_141.mp4,89.491234, 5.557442,29.014536
msrvtt_1457.mp4,96.777214, 4.070623,35.359634
msrvtt_1534.mp4,92.468475, 3.994738,27.613922
msrvtt_17.mp4,67.072906, 3.263893,14.288993
msrvtt_1812.mp4,55.380024, 2.056249,9.328927
msrvtt_2003.mp4,97.059074, 3.824832,35.295933
msrvtt_2021.mp4,95.755882, 5.143066,36.238037
msrvtt_2068.mp4,98.720505, 5.770564,49.707703
msrvtt_2174.mp4,97.530571, 7.509604,47.491413
msrvtt_2234.mp4,93.198051, 4.845429,31.052605
msrvtt_2360.mp4,41.619236, 3.421375,10.240548
msrvtt_2424.mp4,91.036728, 6.176765,31.918442
msrvtt_2430.mp4,93.266472, 2.960973,24.860998
msrvtt_2494.mp4,67.215416, 1.927684,10.728426
msrvtt_2515.mp4,93.168472, 3.422987,26.489895
msrvtt_2660.mp4,87.907524, 4.356758,24.738419
msrvtt_2711.mp4,96.676460, 4.640604,37.004177
msrvtt_278.mp4,95.634132, 4.446693,33.853416
msrvtt_283.mp4,58.380474, 2.886265,11.771259
msrvtt_3004.mp4,97.719231, 5.437171,43.061325
msrvtt_3047.mp4,74.273933, 2.837825,14.884642
msrvtt_3278.mp4,78.893333, 1.905863,13.102895
msrvtt_3441.mp4,56.789444, 3.403405,12.611088
msrvtt_3455.mp4,96.805923, 4.338210,36.375591
msrvtt_3498.mp4,79.422745, 3.082342,17.099794
msrvtt_3610.mp4,96.466774, 5.132749,37.941422
msrvtt_3623.mp4,88.095184, 3.499466,22.358692
msrvtt_377.mp4,89.722672, 3.011209,21.835392
msrvtt_3948.mp4,76.075676, 3.365664,16.817749
msrvtt_4022.mp4,57.345104, 2.230296,10.044362
msrvtt_4033.mp4,95.501251, 3.193541,29.068279
msrvtt_4326.mp4,94.663414, 2.817683,26.098824
msrvtt_4395.mp4,83.706818, 3.732414,20.648617
msrvtt_4434.mp4,85.209747, 2.593802,17.785908
msrvtt_4570.mp4,77.842339, 3.011891,16.385941
msrvtt_4685.mp4,80.501923, 3.161997,17.708118
msrvtt_479.mp4,93.111023, 4.376109,29.563601
msrvtt_4807.mp4,94.768616, 2.870012,26.481556
msrvtt_4869.mp4,61.841869, 4.887498,16.468367
msrvtt_4908.mp4,96.428238, 4.723337,36.591427
msrvtt_4960.mp4,87.417725, 3.788013,22.806599
msrvtt_5014.mp4,93.857727, 3.381924,27.210293
msrvtt_5020.mp4,64.753929, 2.375735,11.596937
msrvtt_5102.mp4,58.582191, 2.576991,11.084297
msrvtt_5191.mp4,93.433800, 3.841808,28.272039
msrvtt_5192.mp4,97.703300, 4.865946,41.252068
msrvtt_5401.mp4,86.879517, 3.576326,21.849949
msrvtt_5438.mp4,59.776314, 2.921241,12.087145
msrvtt_5450.mp4,90.460793, 3.148333,22.881575
msrvtt_5451.mp4,62.150986, 2.459717,11.373154
msrvtt_5475.mp4,97.857124, 5.852317,44.845695
msrvtt_5789.mp4,93.168709, 4.268382,29.306379
msrvtt_5795.mp4,80.894028, 3.583780,19.041031
msrvtt_5858.mp4,96.407227, 4.380439,35.426308
msrvtt_5887.mp4,84.434021, 4.331507,22.611071
msrvtt_5959.mp4,98.719284, 6.512756,51.664764
msrvtt_5965.mp4,94.614822, 5.587093,35.226994
msrvtt_6050.mp4,80.293114, 2.465099,15.475790
msrvtt_6272.mp4,90.581963, 3.181320,23.095291
msrvtt_6392.mp4,98.685081, 5.254324,47.925953
msrvtt_6409.mp4,97.629776, 4.087186,38.282867
msrvtt_6426.mp4,93.518654, 3.516751,27.257252
msrvtt_6456.mp4,96.701744, 4.559488,36.813076
msrvtt_6462.mp4,87.725189, 2.689040,19.398079
msrvtt_6551.mp4,96.290901, 6.165529,40.297501
msrvtt_6580.mp4,99.117867, 7.312966,57.185520
msrvtt_6688.mp4,96.196190, 4.079034,33.874790
msrvtt_6979.mp4,96.119049, 3.332795,30.894079
msrvtt_7094.mp4,86.226913, 2.526003,18.017986
msrvtt_7229.mp4,69.239029, 3.024213,14.177052
msrvtt_7258.mp4,65.859261, 3.513615,14.602447
msrvtt_7419.mp4,91.014572, 3.068084,23.048080
msrvtt_7587.mp4,97.899628, 4.032872,39.224087
msrvtt_7616.mp4,75.804558, 3.410195,16.853079
msrvtt_7724.mp4,39.330334, 1.596851,6.390294
msrvtt_7753.mp4,94.492546, 4.321721,31.362871
msrvtt_7980.mp4,44.306835, 4.048506,11.698186
msrvtt_8003.mp4,71.242706, 2.600091,13.491255
msrvtt_812.mp4,85.601021, 5.320158,25.676268
msrvtt_8160.mp4,88.988823, 3.861016,24.080975
msrvtt_8331.mp4,67.418419, 2.612389,12.726214
